ADBE,거래소,기호,멕시코,부문,산업,소프트웨어와 프로그래밍,어도비 시스템즈,종목,테크놀로지
,상하이,603040,,기초 소재,다종 조립 제품,,,Hangzhou XZB Tech,
,상하이,601968,,기초 소재,컨테이너와 포장,,,Shanghai Baosteel Packaging,
,상하이,603026,,기초 소재,화학제조,,,Shandong Shida Shenghua Chemical,
,상하이,600163,,기초 소재,종이와 종이 제품,,,Zhongmin Energy,
,심천,2549,,기초 소재,화학제조,,,Kaimeite Gases A,
,상하이,600139,,기초 소재,금속 광업,,,Sichuan Western Resources,
,심천,635,,기초 소재,화학 제품 – 플라스틱과 고무,,,Younglight A,
,상하이,603968,,기초 소재,화학제조,,,Nantong Acetic Acid Chemical,
,심천,2453,,기초 소재,화학제조,,,Suzhou Tianma Specialty Chem,
,상하이,600792,,기초 소재,철과 철강,,,Yunnan Coal Energy,
,심천,300320,,기초 소재,조립식 플라스틱과 고무,,,Jiangyin Haida A,
,상하이,600589,,기초 소재,화학제조,,,Guangdong Rongtai Industry,
,상하이,600810,,기초 소재,화학 제품 – 플라스틱과 고무,,,Shen Ma Industry,
,심천,2403,,기초 소재,다종 조립 제품,,,Aishida Elec A,
,심천,300586,,기초 소재,화학제조,,,Malion New Materials,
,심천,300331,,기초 소재,컨테이너와 포장,,,SVG Optronics,
,상하이,603606,,기초 소재,다종 조립 제품,,,Ningbo Orient Wires and Cables,
,심천,2565,,기초 소재,컨테이너와 포장,,,Luxin Packing A,
,상하이,603078,,기초 소재,화학제조,,,Jiangyin Jianghua Micro,
,상하이,600313,,기초 소재,화학제조,,,Zhongnongfa Seed,
,심천,2637,,기초 소재,화학제조,,,Zhejiang Zanyu Technology A,
,심천,300057,,기초 소재,금속 광업,,,Shantou Wanshun Package Material,
,심천,2149,,기초 소재,금속 광업,,,Western Metal A,
,심천,920,,기초 소재,화학 제품 – 플라스틱과 고무,,,South Huiton A,
,심천,300063,,기초 소재,화학제조,,,Guangdong Sky Dragon Printing Ink,
,상하이,603378,,기초 소재,화학제조,,,Asia Cuanon Tech Shanghai,
,심천,300698,,기초 소재,다종 조립 제품,,,Wanma Tech,
,심천,300596,,기초 소재,화학제조,,,Rianlon,
,상하이,603042,,기초 소재,다종 조립 제품,,,Nanjing Huamai,
,심천,2476,,기초 소재,화학제조,,,Polymer Biochem A,
,심천,300481,,기초 소재,화학제조,,,Puyang Huicheng Electronic Material,
,심천,2783,,기초 소재,화학제조,,,Hubei Kailong Chemical,
,심천,300334,,기초 소재,화학 제품 – 플라스틱과 고무,,,Tianjin Motimo Membrane Tech,
,심천,300697,,기초 소재,다종 조립 제품,,,Jiangyin Electrical Alloy,
,심천,2652,,기초 소재,컨테이너와 포장,,,Suzhou Yangtze New Materials,
,상하이,601208,,기초 소재,조립식 플라스틱과 고무,,,Sichuan Em Tech,
,상하이,603823,,기초 소재,화학제조,,,Lily Group,
,심천,655,,기초 소재,금속 광업,,,Jinling Mining A,
,상하이,600882,,기초 소재,금속 광업,,,Shandong Guangze Food,
,심천,782,,기초 소재,화학 제품 – 플라스틱과 고무,,,Xinhui Meida A,
,상하이,603856,,기초 소재,조립식 플라스틱과 고무,,,Shandong Donghong Pipe A,
,심천,2809,,기초 소재,화학제조,,,Guangdong Redwall New Materials,
,심천,2012,,기초 소재,종이와 종이 제품,,,Zhejiang Kan A,
,상하이,600727,,기초 소재,화학제조,,,Shandong Lubei Chemical,
,심천,300547,,기초 소재,조립식 플라스틱과 고무,,,Sichuan Chuanhuan Tech,
,심천,300727,,기초 소재,화학제조,,,Ningbo Runhe A,
,심천,300599,,기초 소재,조립식 플라스틱과 고무,,,Guangdong Xiongsu,
,상하이,600333,,기초 소재,철과 철강,,,Changchun Gas,
,심천,300019,,기초 소재,화학 제품 – 플라스틱과 고무,,,Chengdu Guibao Science Tech,
,상하이,603607,,기초 소재,컨테이너와 포장,,,Zhejiang Jinghua Laser,
,심천,595,,기초 소재,다종 조립 제품,,,Xibei Bearing A,
,상하이,603186,,기초 소재,다종 조립 제품,,,Zhejiang Huazheng New,
,심천,2438,,기초 소재,다종 조립 제품,,,Shentong Valve A,
,심천,2917,,기초 소재,화학제조,,,Shenzhen King Explorer A,
,심천,2082,,기초 소재,다종 조립 제품,,,Zj Dongliang A,
,심천,819,,기초 소재,화학제조,,,Yuexingchang A,
,상하이,603901,,기초 소재,컨테이너와 포장,,,Hangzhou Youngsun Equipment,
,상하이,603227,,기초 소재,화학제조,,,Xinjiang Xuefeng Sci-Tech,
,심천,300629,,기초 소재,금속 광업,,,King-Strong New Material,
,심천,300575,,기초 소재,화학제조,,,Jiangsu Flag Chemical,
,상하이,603977,,기초 소재,화학제조,,,Jiangxi Guotai Industrial Explosive,
,심천,509,,기초 소재,조립식 플라스틱과 고무,,,Huasu Holdings Co Ltd,
,심천,300437,,기초 소재,화학제조,,,Henan Qingshuiyuan Technology,
,심천,2513,,기초 소재,화학제조,,,Lanfeng Chemical A,
,심천,2125,,기초 소재,화학제조,,,Xt Electrochem A,
,상하이,600311,,기초 소재,금과 은,,,Gansu Ronghua Industry,
,심천,2381,,기초 소재,조립식 플라스틱과 고무,,,Double Arrow A,
,심천,2846,,기초 소재,조립식 플라스틱과 고무,,,Guangdong Enpack,
,심천,2827,,기초 소재,화학제조,,,Tibet GaoZheng Explosive,
,심천,962,,기초 소재,금속 광업,,,Orient Tanta A,
,심천,2679,,기초 소재,임업과 목재 제품,,,Fujian Jinsen Forestry A,
,심천,300120,,기초 소재,다종 조립 제품,,,Tianjin Jingwei Electric Wire,
,심천,633,,기초 소재,다종 조립 제품,,,Shenyang Hejin Holding Invest,
,상하이,603002,,기초 소재,화학 제품 – 플라스틱과 고무,,,Epoxy Base Electronic,
,상하이,600784,,기초 소재,철과 철강,,,Luyin Investment,
,심천,2824,,기초 소재,다종 조립 제품,,,Guangdong Hoshion,
,심천,300731,,기초 소재,조립식 플라스틱과 고무,,,Shenzhentran New Material A,
,심천,2165,,기초 소재,화학 제품 – 플라스틱과 고무,,,Hongbaoli A,
,심천,2319,,기초 소재,화학제조,,,Letong Chemical A,
,심천,2748,,기초 소재,화학제조,,,Jiangxi Selon Industrial,
,상하이,600599,,기초 소재,화학제조,,,Panda Financial,
,심천,300375,,기초 소재,조립식 플라스틱과 고무,,,Tianjin Pengling Rubber Hose,
,상하이,603527,,기초 소재,다종 조립 제품,,,Anhui Zhongyuan New Materials,
,심천,409,,기초 소재,금속 광업,,,Shandong Geo Mineral A,
,심천,2057,,기초 소재,다종 조립 제품,,,Tianyuan Tech A,
,심천,300644,,기초 소재,화학 제품 – 플라스틱과 고무,,,Nanjing Julong Science A,
,심천,565,,기초 소재,화학제조,,,Sanxia Paints A,
,심천,2136,,기초 소재,화학제조,,,Annada Titanium A,
,심천,300686,,기초 소재,화학제조,,,Shenzhen CDL Precision,
,상하이,600078,,기초 소재,화학제조,,,Chengxing Chemical,
,심천,300722,,기초 소재,화학제조,,,Jiangxi Xinyu Guoke A,
,심천,2560,,기초 소재,다종 조립 제품,,,Tong Da Cable A,
,상하이,603021,,기초 소재,컨테이너와 포장,,,Shandong Huapeng Glass,
,심천,300260,,기초 소재,다종 조립 제품,,,Kunshan Kinglai Hygienic Materials,
,심천,300132,,기초 소재,화학제조,,,Fujian Green Pine Co Ltd,
,심천,755,,기초 소재,다종 조립 제품,,,Shanxi Sanwei Group,
,심천,2054,,기초 소재,화학제조,,,Dymatic Chemical A,
,상하이,603722,,기초 소재,화학 제품 – 플라스틱과 고무,,,Wuxi Acryl Tech,
,상하이,600367,,기초 소재,화학제조,,,Guizhou Redstar Dev,
,심천,2591,,기초 소재,화학제조,,,Hengda Hi Tech A,
,심천,300537,,기초 소재,화학제조,,,Jiangsu Kuangshun Photosensitivity,
,상하이,603067,,기초 소재,화학제조,,,Hubei Zhenhua Chemical,
,상하이,603928,,기초 소재,화학 제품 – 플라스틱과 고무,,,Suzhou Xingye Materials Tech,
,심천,2328,,기초 소재,금속 광업,,,Sh Xinpeng A,
,심천,2787,,기초 소재,컨테이너와 포장,,,Suzhou Hycan,
,상하이,603615,,기초 소재,조립식 플라스틱과 고무,,,Chahua Modern Housewares,
,상하이,603499,,기초 소재,컨테이너와 포장,,,Shanghai Sunglow Packaging,
,심천,678,,기초 소재,다종 조립 제품,,,Xiangyang Auto A,
,상하이,603360,,기초 소재,화학제조,,,Dalian Bio-Chem,
,상하이,603683,,기초 소재,화학제조,,,Shanghai Smith Adhesive,
,심천,422,,기초 소재,화학제조,,,Yihua Chem A,
,상하이,600462,,기초 소재,종이와 종이 제품,,,Shenzhen Geoway,
,심천,859,,기초 소재,컨테이너와 포장,,,Guofeng Plast A,
,심천,2553,,기초 소재,다종 조립 제품,,,Nanfang Bearing A,
,심천,2243,,기초 소재,컨테이너와 포장,,,Sz Beauty Star A,
,심천,2795,,기초 소재,다종 조립 제품,,,Yorhe Fluid Intelligent,
,상하이,600470,,기초 소재,화학제조,,,Anhui Liuguo Chemical,
,심천,300716,,기초 소재,화학 제품 – 플라스틱과 고무,,,Guangdong Guoli A,
,상하이,603266,,기초 소재,조립식 플라스틱과 고무,,,Ningbo Tianlong Electronics,
,심천,677,,기초 소재,화학 제품 – 플라스틱과 고무,,,CHTC Helon,
,심천,300265,,기초 소재,다종 조립 제품,,,Jiangsu Tongguang Electronic,
,심천,2802,,기초 소재,화학 제품 – 플라스틱과 고무,,,Wuxi Honghui New Materials Tech,
,심천,2735,,기초 소재,컨테이너와 포장,,,Shenzhen Prince New Materials,
,심천,586,,기초 소재,다종 조립 제품,,,Sichuan Huiyuan Optical Com,
,상하이,600538,,기초 소재,화학제조,,,Beihai Gofar Marine Bio,
,상하이,603315,,기초 소재,철과 철강,,,Liaoning Fu-An Heavy Industry,
,심천,300549,,기초 소재,다종 조립 제품,,,Jouder Precision Industry Kunshan,
,심천,2360,,기초 소재,화학제조,,,Tond Chemical A,
,상하이,603703,,기초 소재,다종 조립 제품,,,Zhejiang Shengyang Tech,
,심천,2096,,기초 소재,화학제조,,,Nanling Ind A,
,상하이,600228,,기초 소재,화학제조,,,JiangXi ChangJiu Bio,
,심천,2552,,기초 소재,다종 조립 제품,,,Baoding Heavy Industry Co Ltd,
,상하이,603822,,기초 소재,화학제조,,,Zhejiang Jiaao Enprotech,
,심천,300710,,기초 소재,다종 조립 제품,,,Hangzhou Prevail Optoelectronic,
,상하이,603725,,기초 소재,화학 제품 – 플라스틱과 고무,,,Guangdong Tianan New Material,
,상하이,603976,,기초 소재,컨테이너와 포장,,,ChongQing Zhengchuan Pharma,
,심천,300522,,기초 소재,화학제조,,,Suzhou Sunmun Tech,
,상하이,600731,,기초 소재,화학제조,,,Hunan Haili Chemical,
,심천,300655,,기초 소재,화학제조,,,Suzhou Crystal Clear Chemical,
,심천,2211,,기초 소재,화학 제품 – 플라스틱과 고무,,,Jiangsu Hongda New Material,
,상하이,603086,,기초 소재,화학제조,,,Shandong Cynda Chemical,
,심천,300239,,기초 소재,화학제조,,,Baotou Dongbao Bio Tech,
,상하이,603985,,기초 소재,다종 조립 제품,,,Jiangyin Hengrun Heavy,
,심천,300505,,기초 소재,화학제조,,,Kunming Chuan Jin Nuo Chemical,
,심천,300478,,기초 소재,화학 제품 – 플라스틱과 고무,,,Hangzhou Gaoxin Rubber & Plastic,
,상하이,600186,,기초 소재,화학제조,,,Lotus Health,
,심천,2806,,기초 소재,금속 광업,,,Zhaoqing Hua Feng A,
,심천,300243,,기초 소재,화학 제품 – 플라스틱과 고무,,,Shandong Ruifeng Chemical,
,상하이,603038,,기초 소재,조립식 플라스틱과 고무,,,Huali Industries,
,심천,953,,기초 소재,화학제조,,,Hechi Chemical A,
,심천,2015,,기초 소재,화학 제품 – 플라스틱과 고무,,,Xiakelor Spinning,
,상하이,603655,,기초 소재,조립식 플라스틱과 고무,,,Changzhou Langbo A,
,상하이,603226,,기초 소재,임업과 목재 제품,,,Shanghai Vohringer Wood,
,상하이,603663,,기초 소재,화학제조,,,Sanxiang Advanced Materials,
,심천,985,,기초 소재,화학제조,,,Daqing Huake A,
,상하이,600319,,기초 소재,화학 제품 – 플라스틱과 고무,,,Yaxing Chem,
,심천,300637,,기초 소재,화학제조,,,Zhejiang Yangfan New Materials,
,심천,2909,,기초 소재,화학제조,,,Guangzhou Jointas Chemical,
,심천,300587,,기초 소재,조립식 플라스틱과 고무,,,Zhejiang Tiantie Industry,
,심천,300530,,기초 소재,화학제조,,,Guangdong Dazhi Environmental,
,심천,2886,,기초 소재,화학 제품 – 플라스틱과 고무,,,Shenzhen WOTE Materials,
,심천,300721,,기초 소재,화학제조,,,Jiangsu Yida Chemical A,
,상하이,603033,,기초 소재,조립식 플라스틱과 고무,,,Zhejiang Sanwei Rubber,
,상하이,603110,,기초 소재,화학제조,,,New East New Materials,
,상하이,600408,,기초 소재,철과 철강,,,Shanxi Antai,
,상하이,600746,,기초 소재,화학제조,,,Jiangsu SOPO Chemical,
,심천,300163,,기초 소재,화학 제품 – 플라스틱과 고무,,,Ningbo Xianfeng New Material,
,심천,300421,,기초 소재,다종 조립 제품,,,Jiangsu LiXing General Steel Ball,
,상하이,600356,,기초 소재,종이와 종이 제품,,,Mudanjiang Hengfeng,
,심천,2731,,기초 소재,다종 조립 제품,,,Shenyang Cuihua Jewelry,
,심천,835,,기초 소재,철과 철강,,,Great Wall Acg A,
,심천,300717,,기초 소재,화학 제품 – 플라스틱과 고무,,,Jiangsu Huaxin A,
,심천,300509,,기초 소재,컨테이너와 포장,,,Jiangsu Newamstar Packaging,
,심천,300501,,기초 소재,금속 광업,,,Shanghai Haishun New Pharma,
,심천,2817,,기초 소재,화학제조,,,Anhui Huangshan Capsule,
,심천,300643,,기초 소재,다종 조립 제품,,,Hamaton Automotive,
,심천,300214,,기초 소재,화학 제품 – 플라스틱과 고무,,,Shandong Rike Chemical,
,심천,2395,,기초 소재,화학 제품 – 플라스틱과 고무,,,Double Elephant A,
,심천,300200,,기초 소재,화학제조,,,Beijing Comens New Materials,
,심천,2810,,기초 소재,화학제조,,,Shandong Head,
,상하이,603022,,기초 소재,컨테이너와 포장,,,Shanghai Xintonglian Packaging,
,심천,300652,,기초 소재,다종 조립 제품,,,HangZhou Radical Energy,
,심천,2295,,기초 소재,다종 조립 제품,,,Gd Jingyi Metal A,
,상하이,600265,,기초 소재,화학제조,,,Yunnan Jinggu Forestry,
,심천,2805,,기초 소재,화학제조,,,Shandong Fengyuan Chemical,
,심천,300610,,기초 소재,화학제조,,,Yangzhou Chenhua,
,심천,2871,,기초 소재,다종 조립 제품,,,Qingdao Weflo Valve,
,상하이,600235,,기초 소재,종이와 종이 제품,,,Minfeng Special Paper,
,심천,300611,,기초 소재,다종 조립 제품,,,Zhejiang Meili High Tech,
,상하이,603028,,기초 소재,철과 철강,,,Jiangsu Safety Wire Rope,
,상하이,600615,,기초 소재,다종 조립 제품,,,Shanghai Fenghwa,
,상하이,600980,,기초 소재,다종 조립 제품,,,BGRIMM Science and Tech,
,상하이,603879,,기초 소재,화학 제품 – 플라스틱과 고무,,,Yongyue Science,
,상하이,600889,,기초 소재,화학 제품 – 플라스틱과 고무,,,Nanjing Chemical Fibre,
,상하이,600444,,기초 소재,조립식 플라스틱과 고무,,,Sinomach General Tech,
,상하이,600091,,기초 소재,화학제조,,,Baotou Tomorrow Tech,
,상하이,600793,,기초 소재,종이와 종이 제품,,,Yibin Paper,
,심천,300563,,기초 소재,다종 조립 제품,,,Shenyu Communication,
,심천,300192,,기초 소재,화학제조,,,Suzhou Kingswood Printing,
,상하이,600766,,기초 소재,금과 은,,,YanTai Yuancheng Gold,
,심천,300305,,기초 소재,조립식 플라스틱과 고무,,,Jiangsu Yuxing Film Tech,
,상하이,603041,,기초 소재,화학 제품 – 플라스틱과 고무,,,Jiangsu Maysta Chemical,
,심천,300169,,기초 소재,컨테이너와 포장,,,Changzhou Tiansheng New Materials,
,심천,300576,,기초 소재,화학제조,,,Shenzhen Rongda Photosensitive,
,상하이,600796,,기초 소재,화학제조,,,Zhejiang Qianjiang Bio,
,심천,300442,,기초 소재,컨테이너와 포장,,,Shanghai Precise Packaging,
,심천,300680,,기초 소재,다종 조립 제품,,,Wuxi Longsheng Tech,
,심천,300387,,기초 소재,화학제조,,,Hubei Forbon Tech,
,심천,300665,,기초 소재,화학제조,,,Zhuzhou Feilu High-Tech,
,심천,594,,기초 소재,다종 조립 제품,,,Tianjin Good Hand Railway,
,상하이,600423,,기초 소재,화학제조,,,Liuzhou Chemical,
,상하이,600193,,기초 소재,금속 광업,,,Shanghai Prosolar,
,상하이,603330,,기초 소재,화학제조,,,Shanghai Tianyang Hot,
,심천,300538,,기초 소재,조립식 플라스틱과 고무,,,Shenzhen Tongyi Industry,
,심천,707,,기초 소재,화학제조,,,Shuanghuan Tec A,
,심천,300535,,기초 소재,화학제조,,,Sichuan Dowell Science Tech,
,상하이,603991,,기초 소재,화학제조,,,Shanghai Originaldow,
,심천,200986,,기초 소재,종이와 종이 제품,,,Foshan Huaxin Packaging,
,상하이,600768,,기초 소재,금속 광업,,,Ningbo Fubang,
,상하이,600605,,기초 소재,다종 조립 제품,,,Shanghai Huitong Energy,
,심천,300218,,기초 소재,조립식 플라스틱과 고무,,,Anhui ANLI Artificial Leather,
,심천,2209,,기초 소재,컨테이너와 포장,,,Gz Tech-Long A,
,심천,300405,,기초 소재,화학제조,,,Liaoning Kelong Fine Chemical,
,심천,200706,,기초 소재,다종 조립 제품,,,Wafangdian Bearing,
,심천,300321,,기초 소재,조립식 플라스틱과 고무,,,Shandong Tongda Island New Materials,
,심천,300489,,기초 소재,금속 광업,,,Harbin Zhongfei New Technology Co L,
,상하이,600301,,기초 소재,화학제조,,,Nanning Chemical,
,심천,2633,,기초 소재,다종 조립 제품,,,Shenke Slide Bearing A,
,상하이,600421,,기초 소재,다종 조립 제품,,,Yangfan Holding,
,심천,200160,,기초 소재,화학제조,,,Dongfeng Sci-Tech,
,상하이,900951,,기초 소재,화학제조,,,Dahua Group Dalian Chemical,
,심천,2110,,기초 소재,철과 철강,,,Sansteel Mg A,
,상하이,600808,,기초 소재,철과 철강,,,Maanshan Iron & Steel,
,심천,959,,기초 소재,철과 철강,,,Shougang A,
,심천,2092,,기초 소재,화학 제품 – 플라스틱과 고무,,,Zhongtai Chem A,
