Name,Symbol,Exchange,Sector,Industry
Rock Field Co Ltd,2910,도쿄,소비재/ 경기 방어형,식품 가공
Kenko Mayonnaise,2915,도쿄,소비재/ 경기 방어형,식품 가공
Nagatanien Co Ltd,2899,도쿄,소비재/ 경기 방어형,식품 가공
ST Corporation,4951,도쿄,소비재/ 경기 방어형,개인과 가계용 제품
Imuraya Group,2209,도쿄,소비재/ 경기 방어형,식품 가공
Starzen Co Ltd,8043,도쿄,소비재/ 경기 방어형,식품 가공
Rokko Butter Co Ltd,2266,도쿄,소비재/ 경기 방어형,식품 가공
Key Coffee Inc,2594,도쿄,소비재/ 경기 방어형,식품 가공
Nissin Sugar,2117,도쿄,소비재/ 경기 방어형,식품 가공
Warabeya Nichiyo,2918,도쿄,소비재/ 경기 방어형,식품 가공
Feed One Holdings,2060,도쿄,소비재/ 경기 방어형,식품 가공
Kyokuyo,1301,도쿄,소비재/ 경기 방어형,식품 가공
Yomeishu Seizo,2540,도쿄,소비재/ 경기 방어형,음료(알코올성)
Kakiyasu Honten,2294,도쿄,소비재/ 경기 방어형,식품 가공
Nippon Beet Sugar,2108,도쿄,소비재/ 경기 방어형,식품 가공
FTGroup,2763,도쿄,소비재/ 경기 방어형,사무용품
Kanemi,2669,도쿄,소비재/ 경기 방어형,식품 가공
Welcia Holdings,3141,도쿄,서비스,소매(약품)
Nippon Television Holdings Inc,9404,도쿄,서비스,방송과 케이블 티브이
MatsumotoKiyoshi Holdings Co,3088,도쿄,서비스,소매(약품)
Shimamura Co Ltd,8227,도쿄,서비스,소매(의복)
J프론트 리테일링,3086,도쿄,서비스,소매(백화점과 할인점)
MonotaRO,3064,도쿄,서비스,소매(카탈로그와 메일 주문)
Nippon Prologis REIT,3283,도쿄,서비스,렌탈과 리스
이세탄미츠코시 홀딩스,3099,도쿄,서비스,소매(백화점과 할인점)
Relo Holdings Inc,8876,도쿄,서비스,부동산 운용
Sega Sammy Holdings,6460,도쿄,서비스,카지노와 게임
Orix JREIT,8954,도쿄,서비스,부동산 운용
Cosmos Pharmaceutical Corp,3349,도쿄,서비스,소매(약품)
Daiwa House Reit,8984,도쿄,서비스,부동산 운용
Fuji Media Holdings Inc,4676,도쿄,서비스,방송과 케이블 티브이
Ntt Urban Development Corp,8933,도쿄,서비스,부동산 운용
Park24 Co Ltd,4666,도쿄,서비스,사업 서비스
Seria,2782,도쿄,서비스,소매(백화점과 할인점)
Benesse Holdings,9783,도쿄,서비스,학교
Tokyo Broadcasting System Inc,9401,도쿄,서비스,방송과 케이블 티브이
GLP J-REIT,3281,도쿄,서비스,렌탈과 리스
GMO Payment Gateway,3769,도쿄,서비스,사업 서비스
Universal Entertainment,6425,도쿄,서비스,카지노와 게임
Open House Co Ltd,3288,도쿄,서비스,렌탈과 리스
Sugi Holdings Co Ltd,7649,도쿄,서비스,소매(약품)
Advance Residence,3269,도쿄,서비스,부동산 운용
다카시마야,8233,도쿄,서비스,소매(백화점과 할인점)
Zensho Holdings Co Ltd,7550,도쿄,서비스,레스토랑
Japan Prime Realty,8955,도쿄,서비스,부동산 운용
도쿄타테모노,8804,도쿄,서비스,부동산 운용
Sankyo Co Ltd,6417,도쿄,서비스,카지노와 게임
K'S Holdings Corp,8282,도쿄,서비스,소매(전문)
BIC Camera Inc,3048,도쿄,서비스,소매(기술제품)
En-Japan,4849,도쿄,서비스,사업 서비스
Japan Hotel Reit,8985,도쿄,서비스,렌탈과 리스
Skylark Co Ltd,3197,도쿄,서비스,레스토랑
Ain Pharmaciez Inc,9627,도쿄,서비스,소매(약품)
Benefit One,2412,도쿄,서비스,사업 서비스
H.I.S. Co Ltd,9603,도쿄,서비스,개인 서비스
TV Asahi Holdings Corp,9409,도쿄,서비스,방송과 케이블 티브이
H2O Retailing Corp,8242,도쿄,서비스,소매(백화점과 할인점)
Kusuri No Aoki Holdings Co Ltd,3549,도쿄,서비스,소매(약품)
Resorttrust Inc,4681,도쿄,서비스,호텔과 모텔
Invincible,8963,도쿄,서비스,부동산 운용
T Gaia Corp,3738,도쿄,서비스,소매(기술제품)
Aoyama Trading,8219,도쿄,서비스,소매(의복)
Yaoko Co Ltd,8279,도쿄,서비스,소매(식료잡화)
Leopalace21 Corp,8848,도쿄,서비스,부동산 운용
TechnoPro Holdings,6028,도쿄,서비스,사업 서비스
Fuyo General Lease,8424,도쿄,서비스,렌탈과 리스
Frontier Real Estate,8964,도쿄,서비스,부동산 운용
Heiwa Corp,6412,도쿄,서비스,카지노와 게임
Shochiku Co Ltd,9601,도쿄,서비스,영화
Dip Corp,2379,도쿄,서비스,사업 서비스
Aeon Delight Co Ltd,9787,도쿄,서비스,사업 서비스
Cyberdyne,7779,도쿄,서비스,렌탈과 리스
Mori Trust Sogo Reit,8961,도쿄,서비스,부동산 운용
Workman,7564,도쿄,서비스,소매(의복)
Japan Logistics,8967,도쿄,서비스,렌탈과 리스
Aeon Reit,3292,도쿄,서비스,부동산 운용
Joyful Honda Co Ltd,3191,도쿄,서비스,소매(주택개조)
Kyoritsu Maintenance,9616,도쿄,서비스,렌탈과 리스
SMS Co Ltd,2175,도쿄,서비스,사업 서비스
San-A Co,2659,도쿄,서비스,소매(식료잡화)
Outsourcing Inc,2427,도쿄,서비스,사업 서비스
Industrial & Infrastructure,3249,도쿄,서비스,부동산 운용
Colowide Co Ltd,7616,도쿄,서비스,레스토랑
Cocokara Fine Inc,3098,도쿄,서비스,소매(약품)
Create SD Holdings,3148,도쿄,서비스,소매(약품)
DA Consortium,6534,도쿄,서비스,광고
Japan Excellent,8987,도쿄,서비스,부동산 운용
Atom,7412,도쿄,서비스,레스토랑
Meitec Corp,9744,도쿄,서비스,사업 서비스
Aplus Financial Co Ltd,8589,도쿄,서비스,사업 서비스
Sanrio Co Ltd,8136,도쿄,서비스,소매(전문)
Toei Co Ltd,9605,도쿄,서비스,영화
Toridoll Corp,3397,도쿄,서비스,레스토랑
Autobacs Seven,9832,도쿄,서비스,소매(전문)
스카이 퍼펙트 JSAT,9412,도쿄,서비스,방송과 케이블 티브이
Shimachu Co Ltd,8184,도쿄,서비스,소매(주택개조)
Round One Corp,4680,도쿄,서비스,여가 활동
Kenedix Inc,4321,도쿄,서비스,부동산 운용
Saizeriya Co Ltd,7581,도쿄,서비스,레스토랑
Tosho Co Ltd,8920,도쿄,서비스,여가 활동
Life Corp,8194,도쿄,서비스,소매(식료잡화)
Starts Corp Inc,8850,도쿄,서비스,부동산 운용
Kintetsu Department Store,8244,도쿄,서비스,소매(백화점과 할인점)
Komeri Co Ltd,8218,도쿄,서비스,소매(주택개조)
DCM Holdings Co Ltd,3050,도쿄,서비스,소매(주택개조)
Valor Co Ltd,9956,도쿄,서비스,소매(식료잡화)
Kura Corp,2695,도쿄,서비스,레스토랑
Heiwado Co Ltd,8276,도쿄,서비스,소매(식료잡화)
Koshidaka,2157,도쿄,서비스,여가 활동
Sushiro Global,3563,도쿄,서비스,레스토랑
United Super Markets,3222,도쿄,서비스,소매(식료잡화)
Duskin Co Ltd,4665,도쿄,서비스,개인 서비스
Aoki Holdings Inc,8214,도쿄,서비스,소매(의복)
Toei Animation,4816,도쿄,서비스,영화
Premier,8956,도쿄,서비스,부동산 운용
Comforia Residential Reit,3282,도쿄,서비스,부동산 운용
Link and Motivation,2170,도쿄,서비스,학교
Arcs Co Ltd,9948,도쿄,서비스,소매(식료잡화)
Parco Co Ltd,8251,도쿄,서비스,소매(백화점과 할인점)
Daibiru Corp,8806,도쿄,서비스,부동산 운용
Tokyu Reit,8957,도쿄,서비스,부동산 운용
JIN Co Ltd,3046,도쿄,서비스,소매(전문)
M&A Capital Partners,6080,도쿄,서비스,사업 서비스
Ichibanya Co Ltd,7630,도쿄,서비스,레스토랑
Yoshinoya Holdings,9861,도쿄,서비스,레스토랑
Edion Corp,2730,도쿄,서비스,소매(전문)
Nohmi Bosai Ltd,6744,도쿄,서비스,보안 시스템과 서비스
Nomura Co Ltd,9716,도쿄,서비스,사업 서비스
Toppan Forms Co Ltd,7862,도쿄,서비스,인쇄 서비스
TKP Corp,3479,도쿄,서비스,부동산 운용
Transcosmos Inc,9715,도쿄,서비스,사업 서비스
Japan Rental Housings,8986,도쿄,서비스,부동산 운용
Sekisui House Residential,8973,도쿄,서비스,부동산 운용
Zenrin Co Ltd,9474,도쿄,서비스,인쇄와 출판
IBJ Leasing Co Ltd,8425,도쿄,서비스,렌탈과 리스
Imperial Hotel,9708,도쿄,서비스,호텔과 모텔
Kanamoto Co Ltd,9678,도쿄,서비스,렌탈과 리스
Belc Co Ltd,9974,도쿄,서비스,소매(식료잡화)
Nojima,7419,도쿄,서비스,소매(기술제품)
Financial Products Group,7148,도쿄,서비스,사업 서비스
Doutor Nichires Holdings,3087,도쿄,서비스,레스토랑
Daiseki Co Ltd,9793,도쿄,서비스,폐기물 관리 서비스
Macromill,3978,도쿄,서비스,사업 서비스
United Arrows Ltd,7606,도쿄,서비스,소매(의복)
Fukuoka Reit,8968,도쿄,서비스,부동산 운용
Ichigo Office REIT,8975,도쿄,서비스,부동산 운용
Belluna Co Ltd,9997,도쿄,서비스,소매(카탈로그와 메일 주문)
Ohsho Food Service,9936,도쿄,서비스,레스토랑
Funai Soken Holdings,9757,도쿄,서비스,사업 서비스
Create Restaurants,3387,도쿄,서비스,레스토랑
Royal Holdings,8179,도쿄,서비스,레스토랑
BELLSYSTEM24,6183,도쿄,서비스,사업 서비스
Vector Inc,6058,도쿄,서비스,사업 서비스
Tokyotokeiba Co Ltd,9672,도쿄,서비스,카지노와 게임
Joshin Denki Co Ltd,8173,도쿄,서비스,소매(기술제품)
Chiyoda Co Ltd,8185,도쿄,서비스,소매(의복)
Kenedix Residential,3278,도쿄,서비스,부동산 운용
Ricoh Leasing,8566,도쿄,서비스,렌탈과 리스
Okinawa Cellular Telephone Co,9436,도쿄,서비스,통신 서비스
Adastria Holdings,2685,도쿄,서비스,소매(의복)
Aeon Fantasy Co Ltd,4343,도쿄,서비스,여가 활동
Kitanotatsujin,2930,도쿄,서비스,소매(카탈로그와 메일 주문)
Heiwa Real Estate REIT,8966,도쿄,서비스,부동산 운용
Maruwa Unyu Kikan,9090,도쿄,서비스,사업 서비스
Pepper Food,3053,도쿄,서비스,레스토랑
Mos Food Services,8153,도쿄,서비스,레스토랑
Fullcast Holdings,4848,도쿄,서비스,사업 서비스
Xebio Co Ltd,8281,도쿄,서비스,소매(전문)
Invesco Office J-Reit,3298,도쿄,서비스,부동산 운용
도쿄돔,9681,도쿄,서비스,여가 활동
Takuma Co Ltd,6013,도쿄,서비스,폐기물 관리 서비스
Pasona Group Inc,2168,도쿄,서비스,사업 서비스
Wowow Inc,4839,도쿄,서비스,방송과 케이블 티브이
Alpen Co Ltd,3028,도쿄,서비스,소매(전문)
Japan Asset Marketing,8922,도쿄,서비스,부동산 운용
Inageya Co Ltd,8182,도쿄,서비스,소매(식료잡화)
Axial Retailing Inc,8255,도쿄,서비스,소매(식료잡화)
Jac Recruitment,2124,도쿄,서비스,사업 서비스
Lixil Viva,3564,도쿄,서비스,소매(주택개조)
Sogo Medical Co Ltd,4775,도쿄,서비스,소매(약품)
Moshi Moshi Hotline,4708,도쿄,서비스,사업 서비스
Nishio Rent All,9699,도쿄,서비스,렌탈과 리스
Hiday Hidaka Corp,7611,도쿄,서비스,레스토랑
Global One Real Estate,8958,도쿄,서비스,부동산 운용
Plenus Co Ltd,9945,도쿄,서비스,레스토랑
Mitsui Fudosan Logistics,3471,도쿄,서비스,부동산 운용
Komeda,3543,도쿄,서비스,레스토랑
Noritsu Koki Co Ltd,7744,도쿄,서비스,소매(카탈로그와 메일 주문)
TOC Co Ltd,8841,도쿄,서비스,부동산 운용
Kohnan Shoji Co Ltd,7516,도쿄,서비스,소매(주택개조)
Yumeshin,2362,도쿄,서비스,사업 서비스
Nippon Kanzai,9728,도쿄,서비스,부동산 운용
Fuji Co Ltd,8278,도쿄,서비스,소매(식료잡화)
Aeon Hokkaido Corp,7512,도쿄,서비스,소매(백화점과 할인점)
Nextage Co Ltd,3186,도쿄,서비스,소매(전문)
Nishimatsuya Chain,7545,도쿄,서비스,소매(전문)
Geo Holdings Corp,2681,도쿄,서비스,소매(전문)
Prestige International,4290,도쿄,서비스,사업 서비스
Qol Co Ltd,3034,도쿄,서비스,소매(약품)
Matsuya Co Ltd,8237,도쿄,서비스,소매(백화점과 할인점)
TV TOKYO Holdings,9413,도쿄,서비스,방송과 케이블 티브이
Gulliver International,7599,도쿄,서비스,소매(전문)
Arcland Service,3085,도쿄,서비스,레스토랑
Pia Corp,4337,도쿄,서비스,사업 서비스
Asahi Holdings Inc,5857,도쿄,서비스,폐기물 관리 서비스
Yakuodo Co Ltd,3385,도쿄,서비스,소매(약품)
Daikokutenbussan,2791,도쿄,서비스,소매(식료잡화)
Kadokawa Dwango Corp,9468,도쿄,서비스,영화
World,2429,도쿄,서비스,사업 서비스
WDB Holdings Co Ltd,2475,도쿄,서비스,사업 서비스
Jowa Holdings,3258,도쿄,서비스,부동산 운용
Arcland Sakamoto,9842,도쿄,서비스,소매(주택개조)
Matsuya Foods,9887,도쿄,서비스,레스토랑
Open Door Inc,3926,도쿄,서비스,개인 서비스
Kisoji Co Ltd,8160,도쿄,서비스,레스토랑
Mori Trust Hotel Reit,3478,도쿄,서비스,부동산 운용
Trust Tech Inc,2154,도쿄,서비스,사업 서비스
Saint Marc Holdings,3395,도쿄,서비스,레스토랑
Studious,3415,도쿄,서비스,소매(의복)
Kabuki-Za,9661,도쿄,서비스,부동산 운용
Pal,2726,도쿄,서비스,소매(의복)
Nippon Signal,6741,도쿄,서비스,보안 시스템과 서비스
Avex Group Holdings,7860,도쿄,서비스,영화
Yamada Consulting Group,4792,도쿄,서비스,사업 서비스
Monogatari Corp,3097,도쿄,서비스,레스토랑
VT Holdings,7593,도쿄,서비스,소매(전문)
Ringer Hut Co Ltd,8200,도쿄,서비스,레스토랑
Cawachi Ltd,2664,도쿄,서비스,소매(약품)
Ministop Co Ltd,9946,도쿄,서비스,소매(식료잡화)
Kappa Create Holdings,7421,도쿄,서비스,레스토랑
Strike Co,6196,도쿄,서비스,사업 서비스
Tanseisha Co Ltd,9743,도쿄,서비스,사업 서비스
Tokyo Individualized Edu,4745,도쿄,서비스,학교
Nippon Parking Development,2353,도쿄,서비스,사업 서비스
Shinoken Group,8909,도쿄,서비스,부동산 운용
Sanyo Electric Railway,9052,도쿄,서비스,소매(백화점과 할인점)
Genky Drugstores,9267,도쿄,서비스,소매(약품)
Watami Co Ltd,7522,도쿄,서비스,레스토랑
Retail Partners,8167,도쿄,서비스,소매(식료잡화)
Vision Inc,9416,도쿄,서비스,통신 서비스
Chimney Co Ltd,3178,도쿄,서비스,레스토랑
Amuse Inc,4301,도쿄,서비스,영화
Mars Engineering,6419,도쿄,서비스,카지노와 게임
Bronco Billy Co Ltd,3091,도쿄,서비스,레스토랑
Taihei Dengyo Kaisha,1968,도쿄,서비스,사업 서비스
Altech Corp,4641,도쿄,서비스,사업 서비스
Mirai,3476,도쿄,서비스,부동산 운용
Nafco,2790,도쿄,서비스,소매(주택개조)
SFP Dining,3198,도쿄,서비스,레스토랑
Nihon Chouzai,3341,도쿄,서비스,소매(약품)
Imagica Robot Holdings,6879,도쿄,서비스,영화
U-Nextrp,9418,도쿄,서비스,통신 서비스
Japan Meat,3539,도쿄,서비스,소매(식료잡화)
Halows,2742,도쿄,서비스,소매(식료잡화)
Gakken Holdings,9470,도쿄,서비스,인쇄와 출판
Septeni,4293,도쿄,서비스,광고
Chikaranomoto,3561,도쿄,서비스,레스토랑
Okuwa Co Ltd,8217,도쿄,서비스,소매(식료잡화)
ValueCommerce,2491,도쿄,서비스,광고
Secom Joshinetsu,4342,도쿄,서비스,보안 시스템과 서비스
Intage Holdings Inc,4326,도쿄,서비스,사업 서비스
Nihon Housing,4781,도쿄,서비스,부동산 운용
Star Asia,3468,도쿄,서비스,부동산 운용
Keihanshin Building,8818,도쿄,서비스,부동산 운용
Hanatour Japan,6561,도쿄,서비스,개인 서비스
KNT-CT,9726,도쿄,서비스,개인 서비스
Star Mica,3230,도쿄,서비스,부동산 운용
Maxvalu Nishinihon,8287,도쿄,서비스,소매(식료잡화)
Japan Elevator Service,6544,도쿄,서비스,사업 서비스
Like Co,2462,도쿄,서비스,사업 서비스
KU Holdings Co Ltd,9856,도쿄,서비스,소매(전문)
KFC Japan,9873,도쿄,서비스,레스토랑
Bengo4 Com,6027,도쿄,서비스,사업 서비스
IBJ,6071,도쿄,서비스,개인 서비스
Fujio Food System,2752,도쿄,서비스,레스토랑
Central Sports,4801,도쿄,서비스,여가 활동
Central Security Patrols,9740,도쿄,서비스,보안 시스템과 서비스
Maxvalu Tokai,8198,도쿄,서비스,소매(식료잡화)
Sigmaxyz,6088,도쿄,서비스,사업 서비스
Pronexus Inc,7893,도쿄,서비스,사업 서비스
Matching Service,6539,도쿄,서비스,사업 서비스
Nagase Brothers,9733,도쿄,서비스,학교
Starts Proceed,8979,도쿄,서비스,부동산 운용
E-Guardian,6050,도쿄,서비스,사업 서비스
Riso Kyoiku Co Ltd,4714,도쿄,서비스,학교
Renaissance Inc,2378,도쿄,서비스,여가 활동
Tosho Printing,7913,도쿄,서비스,인쇄와 출판
Insource,6200,도쿄,서비스,학교
Watahan &,3199,도쿄,서비스,소매(주택개조)
Aucnet,3964,도쿄,서비스,소매(카탈로그와 메일 주문)
Weathernews Inc,4825,도쿄,서비스,사업 서비스
Jalux Inc,2729,도쿄,서비스,레스토랑
SoldOut,6553,도쿄,서비스,광고
Coco’s Japan,9943,도쿄,서비스,레스토랑
B-R 31 Ice Cream,2268,도쿄,서비스,레스토랑
Opt Holding Inc,2389,도쿄,서비스,광고
Space Co Ltd,9622,도쿄,서비스,사업 서비스
Fujita Kanko Inc,9722,도쿄,서비스,호텔과 모텔
Amiyaki Tei Co Ltd,2753,도쿄,서비스,레스토랑
Phil Company Inc,3267,도쿄,서비스,사업 서비스
Baroque Japan,3548,도쿄,서비스,소매(의복)
PC Depot,7618,도쿄,서비스,소매(기술제품)
Yomiuri Land Co Ltd,9671,도쿄,서비스,여가 활동
Sotsu,3711,도쿄,서비스,영화
Ichinen Holdings,9619,도쿄,서비스,렌탈과 리스
ABHOTEL,6565,도쿄,서비스,호텔과 모텔
Asahi Broadcasting,9405,도쿄,서비스,영화
AOI TYO,3975,도쿄,서비스,광고
Sagami Chain Co Ltd,9900,도쿄,서비스,레스토랑
Quick Co Ltd,4318,도쿄,서비스,사업 서비스
Keiyo Co Ltd,8168,도쿄,서비스,소매(주택개조)
Yossix,3221,도쿄,서비스,레스토랑
Torikizoku,3193,도쿄,서비스,레스토랑
Kansai Super Market,9919,도쿄,서비스,소매(식료잡화)
Tohokushinsha Film,2329,도쿄,서비스,사업 서비스
Daisyo Corp,9979,도쿄,서비스,레스토랑
Meiko Network Japan,4668,도쿄,서비스,학교
Aeon Kyushu,2653,도쿄,서비스,소매(백화점과 할인점)
Laox,8202,도쿄,서비스,소매(전문)
Proto,4298,도쿄,서비스,광고
Yamaya Corp,9994,도쿄,서비스,소매(전문)
Japan Best Rescue System,2453,도쿄,서비스,개인 서비스
Asahi Co Ltd,3333,도쿄,서비스,소매(전문)
Sac’s Bar Holdings,9990,도쿄,서비스,소매(전문)
CTS Co Ltd,4345,도쿄,서비스,렌탈과 리스
Nihon Eslead Corp,8877,도쿄,서비스,부동산 운용
Maruko,9980,도쿄,서비스,소매(의복)
Career,6198,도쿄,서비스,사업 서비스
Airport Facilities,8864,도쿄,서비스,부동산 운용
Welbe,6556,도쿄,서비스,학교
Geniee Inc,6562,도쿄,서비스,광고
Tokyo Rakutenchi,8842,도쿄,서비스,부동산 운용
Will Group Inc,6089,도쿄,서비스,사업 서비스
G-7 Holdings,7508,도쿄,서비스,소매(식료잡화)
Hito Communications,3654,도쿄,서비스,사업 서비스
Mugen Estate,3299,도쿄,서비스,부동산 운용
Fujishoji,6257,도쿄,서비스,카지노와 게임
Maruzen CHI Holdings,3159,도쿄,서비스,소매(전문)
Albis Co Ltd,7475,도쿄,서비스,소매(식료잡화)
AJIS,4659,도쿄,서비스,사업 서비스
Elanrp,6099,도쿄,서비스,개인 서비스
Takeei Corp,2151,도쿄,서비스,폐기물 관리 서비스
Sato Restaurant Systems,8163,도쿄,서비스,레스토랑
Kobelco Eco-Solutions,6299,도쿄,서비스,폐기물 관리 서비스
Senshukai Co Ltd,8165,도쿄,서비스,소매(카탈로그와 메일 주문)
Kourakuen Corp,7554,도쿄,서비스,레스토랑
Nippon Commercial Develop,3252,도쿄,서비스,부동산 운용
Japan Property Management,3276,도쿄,서비스,부동산 운용
Tokyu Recreation,9631,도쿄,서비스,영화
Litalico,6187,도쿄,서비스,학교
Syuppin,3179,도쿄,서비스,소매(카탈로그와 메일 주문)
Tsukada Global Holdings,2418,도쿄,서비스,개인 서비스
Can Do Co Ltd,2698,도쿄,서비스,소매(식료잡화)
Bell-Park,9441,도쿄,서비스,소매(전문)
House Do,3457,도쿄,서비스,부동산 운용
SRG Takamiya Co Ltd,2445,도쿄,서비스,렌탈과 리스
FreeBit,3843,도쿄,서비스,통신 서비스
Kyodo Printing,7914,도쿄,서비스,인쇄와 출판
Paris Miki Holdings,7455,도쿄,서비스,소매(전문)
Kushikatsu Tanaka,3547,도쿄,서비스,레스토랑
Hamee,3134,도쿄,서비스,소매(카탈로그와 메일 주문)
Oisix,3182,도쿄,서비스,소매(카탈로그와 메일 주문)
Nissan Tokyo Sales,8291,도쿄,서비스,소매(전문)
Honeys Co Ltd,2792,도쿄,서비스,소매(의복)
Loadstar Capital,3482,도쿄,서비스,부동산 운용
Diamond Dining,3073,도쿄,서비스,레스토랑
Right On Co Ltd,7445,도쿄,서비스,소매(의복)
Step Co Ltd,9795,도쿄,서비스,학교
Mr Max Corp,8203,도쿄,서비스,소매(전문)
JP-Holdings,2749,도쿄,서비스,개인 서비스
CareerIndex,6538,도쿄,서비스,사업 서비스
Aoyama Zaisan Networks,8929,도쿄,서비스,부동산 운용
Nippon Air Conditioning,4658,도쿄,서비스,사업 서비스
Kojima Co Ltd,7513,도쿄,서비스,소매(전문)
Shaklee Global Group,8205,도쿄,서비스,소매(식료잡화)
Genki Sushi Co Ltd,9828,도쿄,서비스,레스토랑
Jolly-Pasta,9899,도쿄,서비스,레스토랑
Gourmet Kineya,9850,도쿄,서비스,레스토랑
Daikoku Denki,6430,도쿄,서비스,카지노와 게임
Toho Co Ltd,8142,도쿄,서비스,소매(식료잡화)
Mammy Mart,9823,도쿄,서비스,소매(식료잡화)
JSB Co,3480,도쿄,서비스,부동산 운용
Maxvalu Hokkaido,7465,도쿄,서비스,소매(식료잡화)
Hiramatsu Inc,2764,도쿄,서비스,레스토랑
HotLand,3196,도쿄,서비스,레스토랑
Takara Printing,7921,도쿄,서비스,인쇄 서비스
First Energy Service,9514,도쿄,서비스,사업 서비스
Resort Solution,5261,도쿄,서비스,여가 활동
Creek & River,4763,도쿄,서비스,사업 서비스
IKK Inc,2198,도쿄,서비스,개인 서비스
Paraca Inc,4809,도쿄,서비스,사업 서비스
Gakujo Co Ltd,2301,도쿄,서비스,사업 서비스
Ukai,7621,도쿄,서비스,레스토랑
VIA,7918,도쿄,서비스,레스토랑
Alinco Inc,5933,도쿄,서비스,렌탈과 리스
Inui Global Logistics,9308,도쿄,서비스,부동산 운용
TOW Co Ltd,4767,도쿄,서비스,사업 서비스
Human,2415,도쿄,서비스,사업 서비스
IR Japan,6035,도쿄,서비스,사업 서비스
Nippon BS Broadcasting,9414,도쿄,서비스,방송과 케이블 티브이
Umenohana,7604,도쿄,서비스,레스토랑
CMC,2185,도쿄,서비스,사업 서비스
Beenos,3328,도쿄,서비스,소매(카탈로그와 메일 주문)
Kyushu Leasing Service Co Ltd,8596,도쿄,서비스,렌탈과 리스
Adways,2489,도쿄,서비스,광고
S-Pool,2471,도쿄,서비스,사업 서비스
Tear Corp,2485,도쿄,서비스,개인 서비스
Papyless,3641,도쿄,서비스,인쇄와 출판
Media Do,3678,도쿄,서비스,인쇄와 출판
Handsman,7636,도쿄,서비스,소매(주택개조)
Abist Co Ltd,6087,도쿄,서비스,사업 서비스
Kirindo Holdings,3194,도쿄,서비스,소매(약품)
Uoriki Co Ltd,7596,도쿄,서비스,소매(식료잡화)
Greens Co,6547,도쿄,서비스,호텔과 모텔
F&M,4771,도쿄,서비스,사업 서비스
Royal Hotel,9713,도쿄,서비스,호텔과 모텔
Freakout,6094,도쿄,서비스,사업 서비스
Komehyo,2780,도쿄,서비스,소매(전문)
Escrow Agent Japan,6093,도쿄,서비스,사업 서비스
Shidax,4837,도쿄,서비스,레스토랑
Kitamura,2719,도쿄,서비스,소매(전문)
Yamazawa Co Ltd,9993,도쿄,서비스,소매(식료잡화)
Apamanshop,8889,도쿄,서비스,부동산 운용
Sunday,7450,도쿄,서비스,소매(주택개조)
Eat& Co Ltd,2882,도쿄,서비스,레스토랑
Gakkyusha,9769,도쿄,서비스,학교
Golf Digest Online,3319,도쿄,서비스,소매(카탈로그와 메일 주문)
Tobu Store Co Ltd,8274,도쿄,서비스,소매(식료잡화)
Bookoff Corp Ltd,3313,도쿄,서비스,소매(전문)
Broccoli,2706,도쿄,서비스,영화
Beauty Garage,3180,도쿄,서비스,사업 서비스
Japan Communications,9424,도쿄,서비스,통신 서비스
Sanyo Housing Nagoya,8904,도쿄,서비스,부동산 운용
B-Lot Company,3452,도쿄,서비스,부동산 운용
Yuasa Funashoku,8006,도쿄,서비스,소매(식료잡화)
Saint-Care,2374,도쿄,서비스,개인 서비스
Maxvalu Tohoku,2655,도쿄,서비스,소매(식료잡화)
Konaka Co Ltd,7494,도쿄,서비스,소매(의복)
Asrapport Dining,3069,도쿄,서비스,레스토랑
Medical Ikkou,3353,도쿄,서비스,소매(약품)
Maxvalu Kyushu,3171,도쿄,서비스,소매(식료잡화)
All About,2454,도쿄,서비스,광고
Medical System Network,4350,도쿄,서비스,소매(약품)
Kyoritsu Printing,7838,도쿄,서비스,인쇄 서비스
I K,2722,도쿄,서비스,소매(카탈로그와 메일 주문)
Daiyu LIC,3546,도쿄,서비스,소매(주택개조)
Haruyama Trading,7416,도쿄,서비스,소매(의복)
Crowdworks,3900,도쿄,서비스,사업 서비스
Daiko Denshi Tsushin,8023,도쿄,서비스,소매(기술제품)
Entrust,7191,도쿄,서비스,사업 서비스
Daiseki Eco. Solution,1712,도쿄,서비스,폐기물 관리 서비스
Tanabe Management Consulting,9644,도쿄,서비스,사업 서비스
Daiohs Corp,4653,도쿄,서비스,사업 서비스
Adores,4712,도쿄,서비스,카지노와 게임
Faith Inc,4295,도쿄,서비스,사업 서비스
Aoki Super,9977,도쿄,서비스,소매(식료잡화)
G.taste,2694,도쿄,서비스,레스토랑
SKI,9446,도쿄,서비스,통신 서비스
NJS Co Ltd,2325,도쿄,서비스,사업 서비스
Ootoya,2705,도쿄,서비스,레스토랑
Sacos,9641,도쿄,서비스,렌탈과 리스
San Holdings Inc,9628,도쿄,서비스,개인 서비스
Himaraya Co Ltd,7514,도쿄,서비스,소매(전문)
Take And Give Needs,4331,도쿄,서비스,개인 서비스
Watts Co Ltd,2735,도쿄,서비스,소매(백화점과 할인점)
Rozetta Corporation,6182,도쿄,서비스,사업 서비스
Washhouse Co Ltd,6537,도쿄,서비스,개인 서비스
Century 21 Real Estate of Japan,8898,도쿄,서비스,부동산 운용
Choushimaru,3075,도쿄,서비스,레스토랑
WirelessGate,9419,도쿄,서비스,통신 서비스
HyAS&Co.,6192,도쿄,서비스,사업 서비스
Hard Offoration,2674,도쿄,서비스,소매(전문)
SUS,6554,도쿄,서비스,사업 서비스
Nippon View Hotel,6097,도쿄,서비스,호텔과 모텔
